CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Saldo_Atividade,Produtos_Idade,Score_Idade,Churn_Real,Churn_Previsto,Probabilidade_Churn
742,0,0,25,4,132116.13,2,1,0,129933.5,0,1,0,233,132116.13,0.08,29.68,0,0,0.0021127046
753,1,0,47,1,131160.85,1,1,0,197444.69,0,3,0,482,131160.85,0.02127659574468085,16.02127659574468,0,0,0.0020757606
669,0,0,47,9,61196.54,1,1,0,58170.24,0,5,3,269,61196.54,0.02127659574468085,14.23404255319149,0,0,0.002013359
714,1,0,49,5,140510.89,1,1,0,141914.94,0,1,0,455,140510.89,0.02040816326530612,14.571428571428571,0,0,0.002008318
684,1,0,40,6,137326.65,1,1,0,186976.6,0,1,2,530,137326.65,0.025,17.1,0,0,0.0020010541
701,0,1,33,9,147510.34,1,1,0,190611.92,0,5,0,228,147510.34,0.030303030303030304,21.242424242424242,0,0,0.0019804093
670,2,1,30,3,133446.34,1,0,0,3154.95,0,5,1,317,133446.34,0.03333333333333333,22.333333333333332,0,0,0.0018196374
632,2,0,40,3,109740.62,1,1,0,141896.74,0,4,2,336,109740.62,0.025,15.8,0,0,0.0017990153
795,0,1,32,2,117265.21,1,1,1,198317.23,0,2,2,333,58632.605,0.03125,24.84375,0,0,0.0017798879
648,0,0,50,9,102535.57,1,1,1,189543.19,0,5,0,332,51267.785,0.02,12.96,0,0,0.0017589026
849,0,1,69,7,71996.09,1,1,1,139065.94,0,2,1,317,35998.045,0.014492753623188406,12.304347826086957,0,0,0.0016603991
699,2,1,31,8,125927.51,2,1,0,147661.47,0,2,2,240,125927.51,0.06451612903225806,22.548387096774192,0,0,0.0016586808
531,2,0,45,1,126495.57,2,1,1,164741.5,0,2,1,242,63247.785,0.044444444444444446,11.8,0,0,0.0016495152
815,2,0,38,2,48387.0,1,1,0,184796.84,0,3,0,243,48387.0,0.02631578947368421,21.44736842105263,0,0,0.0016280628
484,0,0,29,4,130114.39,1,1,0,164017.89,0,1,1,249,130114.39,0.034482758620689655,16.689655172413794,0,0,0.0016180807
678,1,0,43,2,153393.18,2,1,1,193828.27,0,1,1,274,76696.59,0.046511627906976744,15.767441860465116,0,0,0.0016138778
711,1,0,52,8,145262.54,1,0,1,131473.31,0,1,3,282,72631.27,0.019230769230769232,13.673076923076923,0,0,0.0016102561
519,0,1,39,2,112957.26,2,1,0,97593.16,0,3,3,223,112957.26,0.05128205128205128,13.307692307692308,0,0,0.0015997979
650,0,1,33,0,98064.97,1,1,0,52411.99,0,1,1,262,98064.97,0.030303030303030304,19.696969696969695,0,0,0.0015909001
439,0,0,66,9,0.0,1,1,0,65535.56,0,1,3,764,0.0,0.015151515151515152,6.651515151515151,0,0,0.0015872455
775,1,1,70,6,119684.88,2,1,1,74532.02,0,1,1,237,59842.44,0.02857142857142857,11.071428571428571,0,0,0.0015553434
671,1,0,48,9,116711.06,2,0,0,76373.38,0,1,3,489,116711.06,0.041666666666666664,13.979166666666666,0,0,0.0015405443
658,1,1,37,3,168735.74,2,0,0,70370.24,0,3,2,226,168735.74,0.05405405405405406,17.783783783783782,0,0,0.0015201559
674,0,1,45,7,142072.02,1,1,0,37013.29,0,2,1,710,142072.02,0.022222222222222223,14.977777777777778,0,0,0.0015174255
525,1,1,33,4,131023.76,2,0,0,55072.93,0,1,0,253,131023.76,0.06060606060606061,15.909090909090908,0,0,0.0015151037
757,1,1,31,1,127320.36,3,1,0,163170.32,0,5,2,892,127320.36,0.0967741935483871,24.419354838709676,0,0,0.0014525556
588,0,0,64,3,0.0,1,1,1,189703.65,0,4,3,286,0.0,0.015625,9.1875,0,0,0.0014474976
682,0,1,44,3,115282.3,1,0,0,23766.4,0,1,2,588,115282.3,0.022727272727272728,15.5,0,0,0.0014473825
443,0,1,44,2,0.0,1,1,0,159165.7,0,3,2,351,0.0,0.022727272727272728,10.068181818181818,0,0,0.0014346875
555,1,0,62,10,114822.64,1,0,1,8444.5,0,3,1,291,57411.32,0.016129032258064516,8.951612903225806,0,0,0.0014252566
634,1,1,43,3,212696.32,1,1,0,115268.86,0,3,2,327,212696.32,0.023255813953488372,14.744186046511627,0,0,0.0014037885
646,1,0,52,6,111739.4,2,0,1,68367.18,0,1,0,234,55869.7,0.038461538461538464,12.423076923076923,0,0,0.0013970474
649,0,0,52,8,49113.75,1,1,0,41858.43,0,1,3,673,49113.75,0.019230769230769232,12.48076923076923,0,0,0.0013959901
587,0,1,55,9,0.0,1,1,0,64593.07,0,1,1,916,0.0,0.01818181818181818,10.672727272727272,0,0,0.0013907765
587,2,1,41,8,85109.21,1,1,0,1557.82,0,4,1,318,85109.21,0.024390243902439025,14.317073170731707,0,0,0.0013536382
764,1,1,28,10,124023.18,1,1,0,166188.28,0,1,3,508,124023.18,0.03571428571428571,27.285714285714285,0,0,0.0013481741
735,0,1,44,9,120681.63,1,1,0,74836.34,0,2,3,520,120681.63,0.022727272727272728,16.704545454545453,0,0,0.0013478679
791,0,0,31,10,75499.24,1,1,0,22184.14,0,2,1,303,75499.24,0.03225806451612903,25.516129032258064,0,0,0.0013429815
702,2,1,43,6,116121.67,1,1,0,61602.42,0,2,0,488,116121.67,0.023255813953488372,16.325581395348838,0,0,0.001321252
473,1,1,40,8,152576.25,2,1,0,73073.68,0,4,0,310,152576.25,0.05,11.825,0,0,0.001314379
504,1,1,43,5,134740.19,2,1,0,181430.91,0,1,3,640,134740.19,0.046511627906976744,11.720930232558139,0,0,0.0013087309
612,0,0,42,10,75497.51,1,0,0,149682.78,0,2,0,240,75497.51,0.023809523809523808,14.571428571428571,0,0,0.0012767743
696,2,0,36,3,0.0,3,1,0,65039.9,0,1,2,349,0.0,0.08333333333333333,19.333333333333332,0,0,0.0012656329
660,2,0,28,3,128929.88,1,1,1,198069.71,0,2,3,231,64464.94,0.03571428571428571,23.571428571428573,0,0,0.0012519074
507,2,1,46,6,92783.68,1,1,1,51424.29,0,2,0,322,46391.84,0.021739130434782608,11.021739130434783,0,0,0.0012515796
588,2,0,35,7,0.0,2,1,1,108739.15,0,1,3,221,0.0,0.05714285714285714,16.8,0,0,0.0012487764
468,0,1,46,7,91443.75,1,1,0,10958.18,0,1,1,748,91443.75,0.021739130434782608,10.173913043478262,0,0,0.0012448765
797,0,0,46,8,0.0,1,0,0,162668.33,0,5,3,968,0.0,0.021739130434782608,17.32608695652174,0,0,0.0012432596
551,2,0,48,5,95679.29,1,0,0,94978.1,0,1,0,815,95679.29,0.020833333333333332,11.479166666666666,0,0,0.0012389914
635,0,1,41,4,103544.88,2,1,0,193746.55,0,2,1,439,103544.88,0.04878048780487805,15.487804878048781,0,0,0.0012181724
567,2,1,44,9,0.0,2,1,0,87677.15,0,1,0,240,0.0,0.045454545454545456,12.886363636363637,0,0,0.0011767425
586,1,1,42,6,126704.49,2,1,0,41682.3,0,4,1,233,126704.49,0.047619047619047616,13.952380952380953,0,0,0.0011686744
577,0,1,60,10,125389.7,2,1,1,178616.73,0,2,1,309,62694.85,0.03333333333333333,9.616666666666667,0,0,0.0011474879
677,0,0,58,1,90022.85,1,0,1,2988.28,0,4,1,355,45011.425,0.017241379310344827,11.672413793103448,0,0,0.0011450911
411,0,0,36,10,0.0,1,0,0,120694.35,0,2,2,329,0.0,0.027777777777777776,11.416666666666666,0,0,0.0011325711
613,0,0,24,7,140453.91,1,1,0,129001.3,0,2,0,245,140453.91,0.041666666666666664,25.541666666666668,0,0,0.0011303271
684,1,0,48,10,126384.42,1,1,1,198129.36,0,1,1,462,63192.21,0.020833333333333332,14.25,0,0,0.0011270854
682,0,0,58,1,0.0,1,1,1,706.5,0,4,2,709,0.0,0.017241379310344827,11.758620689655173,0,0,0.0011213704
475,0,0,32,8,119023.28,1,1,0,100816.29,0,1,2,278,119023.28,0.03125,14.84375,0,0,0.0011140932
790,0,0,33,10,135120.72,1,0,0,195204.99,0,3,0,522,135120.72,0.030303030303030304,23.939393939393938,0,0,0.0010995871
621,0,1,40,10,163823.37,1,0,0,89519.47,0,3,0,264,163823.37,0.025,15.525,0,0,0.0010958555
560,0,1,50,3,0.0,2,1,0,84531.79,0,2,3,308,0.0,0.04,11.2,0,0,0.0010896486
670,2,1,37,0,178742.71,1,1,1,194493.57,0,3,0,345,89371.355,0.02702702702702703,18.10810810810811,0,0,0.0010893786
454,2,0,48,5,144837.79,1,1,1,93151.77,0,2,0,325,72418.895,0.020833333333333332,9.458333333333334,0,0,0.0010860442
755,0,1,42,2,119919.12,1,1,0,156868.21,0,1,2,765,119919.12,0.023809523809523808,17.976190476190474,0,0,0.0010793565
480,0,0,42,1,152160.21,2,1,0,101778.9,0,3,0,323,152160.21,0.047619047619047616,11.428571428571429,0,0,0.0010747833
559,0,1,33,9,111060.05,2,1,0,110371.84,0,1,2,242,111060.05,0.06060606060606061,16.939393939393938,0,0,0.0010725019
490,1,0,41,0,139659.04,1,1,1,176254.12,0,5,3,312,69829.52,0.024390243902439025,11.951219512195122,0,0,0.001058074
621,0,1,35,7,87619.29,1,1,0,143.34,0,2,0,270,87619.29,0.02857142857142857,17.742857142857144,0,0,0.00104603
752,0,0,53,8,114233.18,1,1,1,51587.04,0,4,2,347,57116.59,0.018867924528301886,14.18867924528302,0,0,0.0010408658
790,0,0,26,4,141581.71,2,0,0,98309.27,0,3,0,320,141581.71,0.07692307692307693,30.384615384615383,0,0,0.0010402937
591,1,0,44,10,113581.98,1,1,0,1985.41,0,5,1,645,113581.98,0.022727272727272728,13.431818181818182,0,0,0.0010402753
709,1,0,39,9,124723.92,1,1,0,73641.86,0,2,3,526,124723.92,0.02564102564102564,18.17948717948718,0,0,0.0010119834
778,2,0,47,6,127299.34,2,1,0,124694.99,0,2,1,859,127299.34,0.0425531914893617,16.5531914893617,0,0,0.0010009587
595,1,0,32,0,92466.21,1,1,0,4721.3,0,2,2,238,92466.21,0.03125,18.59375,0,0,0.0010002552
594,0,1,61,3,62391.22,1,1,1,192434.11,0,4,3,968,31195.61,0.01639344262295082,9.737704918032787,0,0,0.0009926325
633,1,1,29,6,117412.35,1,0,0,30338.94,0,4,3,341,117412.35,0.034482758620689655,21.82758620689655,0,0,0.0009805667
697,1,1,43,7,115371.94,2,1,0,64139.1,0,1,1,538,115371.94,0.046511627906976744,16.209302325581394,0,0,0.0009790182
733,1,1,38,9,111347.37,2,0,1,194872.97,0,2,1,260,55673.685,0.05263157894736842,19.289473684210527,0,0,0.00097246794
726,0,0,53,1,113537.73,1,0,1,28367.21,0,4,1,276,56768.865,0.018867924528301886,13.69811320754717,0,0,0.00096967345
416,2,1,35,8,0.0,1,0,0,119712.78,0,2,0,244,0.0,0.02857142857142857,11.885714285714286,0,0,0.0009687145
743,2,1,45,7,157332.26,1,1,0,125424.42,0,2,3,775,157332.26,0.022222222222222223,16.511111111111113,0,0,0.00096776156
652,2,0,36,1,0.0,2,1,1,19302.78,0,3,1,219,0.0,0.05555555555555555,18.11111111111111,0,0,0.00095219543
567,1,1,40,7,122265.24,1,1,0,138552.74,0,1,3,433,122265.24,0.025,14.175,0,0,0.00094923517
663,0,1,46,3,0.0,2,0,1,176276.1,0,1,0,275,0.0,0.043478260869565216,14.41304347826087,0,0,0.0009488057
645,0,1,40,6,131411.24,1,1,1,194656.11,0,4,3,323,65705.62,0.025,16.125,0,0,0.0009369624
636,1,0,28,2,115265.14,1,0,0,191627.85,0,1,0,404,115265.14,0.03571428571428571,22.714285714285715,0,0,0.000928691
632,0,1,60,2,0.0,2,0,1,2085.32,0,4,3,350,0.0,0.03333333333333333,10.533333333333333,0,0,0.00092243456
661,0,0,30,7,0.0,2,1,0,72196.57,0,3,0,220,0.0,0.06666666666666667,22.033333333333335,0,0,0.00092241087
751,0,1,29,1,135536.5,1,1,0,66825.33,0,5,1,275,135536.5,0.034482758620689655,25.896551724137932,0,0,0.00092026807
812,0,1,34,5,103818.43,1,1,1,166038.27,0,4,1,230,51909.215,0.029411764705882353,23.88235294117647,0,0,0.0009105834
517,2,1,46,4,0.0,1,1,0,22372.78,0,1,2,465,0.0,0.021739130434782608,11.23913043478261,0,0,0.00089893834
496,0,0,41,1,176024.05,2,1,0,182337.98,0,1,0,754,176024.05,0.04878048780487805,12.097560975609756,0,0,0.0008830122
678,0,0,38,2,0.0,2,0,0,115068.99,0,1,2,223,0.0,0.05263157894736842,17.842105263157894,0,0,0.0008766501
521,1,0,49,2,127948.57,1,1,1,182765.14,0,2,1,596,63974.285,0.02040816326530612,10.63265306122449,0,0,0.0008711627
813,0,1,29,6,0.0,1,1,0,33953.87,0,3,2,259,0.0,0.034482758620689655,28.03448275862069,0,0,0.00086848356
797,0,1,37,4,75263.7,1,1,0,85801.77,0,4,2,300,75263.7,0.02702702702702703,21.54054054054054,0,0,0.00085882976
685,0,1,40,2,168001.34,2,1,1,167400.29,0,2,1,272,84000.67,0.05,17.125,0,0,0.0008512707
518,0,0,38,10,84764.79,1,1,1,162253.9,0,4,3,289,42382.395,0.02631578947368421,13.631578947368421,0,0,0.0008455032
661,0,1,48,3,120320.54,1,0,0,96463.25,0,5,2,727,120320.54,0.020833333333333332,13.770833333333334,0,0,0.0008454053
706,1,0,29,6,185544.36,1,1,0,171037.63,0,2,1,546,185544.36,0.034482758620689655,24.344827586206897,0,0,0.00084312743
850,2,1,62,5,0.0,2,1,1,180243.56,0,5,1,324,0.0,0.03225806451612903,13.709677419354838,0,0,0.0008385401
537,0,1,37,6,0.0,1,1,1,17802.42,0,2,2,336,0.0,0.02702702702702703,14.513513513513514,0,0,0.00083777105
655,1,1,37,9,121342.24,1,1,1,180241.44,0,1,3,299,60671.12,0.02702702702702703,17.7027027027027,0,0,0.0008216888
759,0,0,45,8,0.0,2,1,1,99251.24,0,1,0,292,0.0,0.044444444444444446,16.866666666666667,0,0,0.0008179929
622,0,1,40,4,99799.76,2,1,0,197372.13,0,1,0,457,99799.76,0.05,15.55,0,0,0.0008132473
627,2,0,35,7,0.0,1,1,0,187718.26,0,4,1,256,0.0,0.02857142857142857,17.914285714285715,0,0,0.00080614665
756,1,0,34,2,148200.72,1,0,0,194584.48,0,3,3,851,148200.72,0.029411764705882353,22.235294117647058,0,0,0.00080604485
609,1,0,40,10,137389.77,2,1,0,170122.22,0,1,1,988,137389.77,0.05,15.225,0,0,0.000800047
708,0,1,41,0,0.0,1,1,0,128400.62,0,5,1,315,0.0,0.024390243902439025,17.26829268292683,0,0,0.00079799467
762,0,1,32,10,191775.65,1,1,0,179657.83,0,2,0,914,191775.65,0.03125,23.8125,0,0,0.00079710095
633,1,1,50,7,88302.65,1,1,1,195937.16,0,4,0,382,44151.325,0.02,12.66,0,0,0.00079355633
670,0,0,50,8,138340.06,1,0,1,3159.15,0,1,3,603,69170.03,0.02,13.4,0,0,0.00079188804
786,2,1,40,6,0.0,2,0,0,41248.8,0,5,2,326,0.0,0.05,19.65,0,0,0.0007852303
607,1,1,36,10,106702.94,2,0,0,198313.69,0,1,3,519,106702.94,0.05555555555555555,16.86111111111111,0,0,0.0007833305
732,0,0,43,9,0.0,2,1,0,183147.17,0,4,1,292,0.0,0.046511627906976744,17.023255813953487,0,0,0.00077142444
769,0,1,51,9,156773.78,2,1,0,40257.79,0,4,2,401,156773.78,0.0392156862745098,15.07843137254902,0,0,0.0007712716
850,1,1,32,2,128647.98,2,0,0,54416.18,0,2,3,607,128647.98,0.0625,26.5625,0,0,0.00077041355
671,2,1,50,8,0.0,1,0,1,2560.11,0,1,1,678,0.0,0.02,13.42,0,0,0.0007676501
495,0,1,47,10,137682.68,1,1,0,71071.47,0,5,3,908,137682.68,0.02127659574468085,10.53191489361702,0,0,0.0007635968
775,0,1,45,8,0.0,1,1,0,130376.68,0,4,0,805,0.0,0.022222222222222223,17.22222222222222,0,0,0.00076148583
652,1,0,58,3,116353.2,2,0,1,193502.9,0,4,2,949,58176.6,0.034482758620689655,11.241379310344827,0,0,0.0007537176
671,1,1,36,2,116695.27,1,0,0,193201.86,0,3,1,895,116695.27,0.027777777777777776,18.63888888888889,0,0,0.00075129705
661,0,1,51,6,146606.6,1,1,1,68021.9,0,5,0,259,73303.3,0.0196078431372549,12.96078431372549,0,0,0.000744815
571,0,1,40,10,112896.86,1,1,1,121402.53,0,2,1,305,56448.43,0.025,14.275,0,0,0.00073894876
796,0,0,50,1,94164.0,1,1,1,189414.74,0,2,0,971,47082.0,0.02,15.92,0,0,0.0007344563
804,0,1,24,3,0.0,2,1,0,173195.33,0,4,3,335,0.0,0.08333333333333333,33.5,0,0,0.00072958885
597,0,1,67,2,0.0,2,0,1,108645.85,0,2,2,352,0.0,0.029850746268656716,8.91044776119403,0,0,0.00072748895
620,0,0,29,1,138740.24,2,0,0,154700.61,0,2,3,271,138740.24,0.06896551724137931,21.379310344827587,0,0,0.000720496
587,1,0,37,6,104414.03,1,1,0,192026.02,0,4,0,749,104414.03,0.02702702702702703,15.864864864864865,0,0,0.00071912404
644,0,0,24,8,92760.55,1,1,0,35896.75,0,5,1,238,92760.55,0.041666666666666664,26.833333333333332,0,0,0.00071269827
644,1,1,47,9,137774.11,2,1,0,151902.78,0,5,3,499,137774.11,0.0425531914893617,13.702127659574469,0,0,0.0007111019
612,2,0,62,0,167026.61,2,1,1,192892.05,0,1,2,739,83513.305,0.03225806451612903,9.870967741935484,0,0,0.0007089076
848,1,0,40,5,148495.64,1,0,0,158853.98,0,3,3,616,148495.64,0.025,21.2,0,0,0.00070877786
499,1,0,55,4,126817.65,2,1,0,123269.71,0,5,2,390,126817.65,0.03636363636363636,9.072727272727272,0,0,0.0007072725
667,1,0,44,5,140406.68,2,0,1,57164.19,0,1,2,273,70203.34,0.045454545454545456,15.159090909090908,0,0,0.0007071583
619,2,1,52,8,0.0,2,1,1,123242.11,0,1,2,239,0.0,0.038461538461538464,11.903846153846153,0,0,0.00070290384
514,0,1,45,1,178827.79,1,1,0,60375.18,0,5,0,493,178827.79,0.022222222222222223,11.422222222222222,0,0,0.0007026972
687,0,0,72,9,0.0,1,0,1,69829.4,0,5,1,258,0.0,0.013888888888888888,9.541666666666666,0,0,0.0006912499
502,0,1,45,0,0.0,1,0,0,84663.21,0,5,3,553,0.0,0.022222222222222223,11.155555555555555,0,0,0.00068998395
540,1,0,35,7,128369.75,2,1,0,198256.15,0,2,2,653,128369.75,0.05714285714285714,15.428571428571429,0,0,0.0006853414
644,1,0,44,8,106022.73,2,0,0,148727.42,0,1,0,934,106022.73,0.045454545454545456,14.636363636363637,0,0,0.0006706045
802,2,1,40,5,0.0,2,1,1,175043.69,0,4,1,332,0.0,0.05,20.05,0,0,0.00066829013
692,0,1,66,4,159732.02,1,1,1,118188.15,0,4,1,273,79866.01,0.015151515151515152,10.484848484848484,0,0,0.0006662317
535,0,0,38,8,0.0,2,1,0,136620.64,0,1,0,272,0.0,0.05263157894736842,14.078947368421053,0,0,0.00066452683
516,2,0,31,7,0.0,1,1,0,47018.75,0,2,1,326,0.0,0.03225806451612903,16.64516129032258,0,0,0.0006611109
519,0,1,48,10,71083.98,1,1,0,137959.0,0,2,3,824,71083.98,0.020833333333333332,10.8125,0,0,0.0006598938
701,1,0,48,1,92072.68,1,1,1,133992.36,0,3,3,340,46036.34,0.020833333333333332,14.604166666666666,0,0,0.0006582873
702,2,1,32,8,71667.74,1,1,1,126082.18,0,2,1,225,35833.87,0.03125,21.9375,0,0,0.00065295154
563,0,0,39,5,0.0,2,1,1,17603.81,0,1,3,336,0.0,0.05128205128205128,14.435897435897436,0,0,0.0006497044
499,0,1,35,10,0.0,2,1,0,10722.54,0,1,1,234,0.0,0.05714285714285714,14.257142857142858,0,0,0.0006483674
764,2,1,38,4,113607.47,1,1,0,91094.46,0,1,1,771,113607.47,0.02631578947368421,20.105263157894736,0,0,0.00064510613
769,0,1,29,2,123757.52,2,1,0,84872.66,0,2,3,503,123757.52,0.06896551724137931,26.517241379310345,0,0,0.00064204086
746,2,1,24,10,68781.82,1,0,1,47997.39,0,1,3,282,34390.91,0.041666666666666664,31.083333333333332,0,0,0.00064091716
701,0,1,29,2,0.0,2,1,0,176943.59,0,3,2,225,0.0,0.06896551724137931,24.17241379310345,0,0,0.0006391053
850,0,0,32,8,0.0,2,1,1,55593.8,0,2,3,341,0.0,0.0625,26.5625,0,0,0.00063872495
619,1,0,28,6,99152.73,2,1,0,48475.12,0,2,1,321,99152.73,0.07142857142857142,22.107142857142858,0,0,0.00063770096
607,1,0,37,4,135927.06,1,0,0,180890.4,0,1,2,476,135927.06,0.02702702702702703,16.405405405405407,0,0,0.00063547376
618,0,0,35,10,0.0,2,1,0,180439.75,0,1,0,341,0.0,0.05714285714285714,17.65714285714286,0,0,0.00063383725
850,0,0,39,7,79259.99,1,0,1,186910.74,0,1,0,976,39629.995,0.02564102564102564,21.794871794871796,0,0,0.00062690006
679,0,1,45,3,146758.24,1,1,0,48466.89,0,4,2,873,146758.24,0.022222222222222223,15.088888888888889,0,0,0.0006242513
850,1,1,44,2,112755.34,2,0,0,158171.36,0,5,3,842,112755.34,0.045454545454545456,19.318181818181817,0,0,0.000622509
651,2,0,45,10,135923.16,1,1,0,18732.84,0,3,1,500,135923.16,0.022222222222222223,14.466666666666667,0,0,0.00062012323
803,0,0,40,6,165526.71,1,1,0,12328.08,0,3,3,880,165526.71,0.025,20.075,0,0,0.0006179143
567,2,1,40,4,118628.8,1,0,0,91973.63,0,1,2,892,118628.8,0.025,14.175,0,0,0.0006166541
824,1,1,49,8,133231.48,1,1,1,67885.37,0,1,2,927,66615.74,0.02040816326530612,16.816326530612244,0,0,0.000616472
779,1,1,37,7,120092.52,2,1,0,135925.72,0,1,1,466,120092.52,0.05405405405405406,21.054054054054053,0,0,0.0006152754
669,0,1,45,7,149364.58,1,0,1,173454.07,0,5,3,263,74682.29,0.022222222222222223,14.866666666666667,0,0,0.0006132258
727,2,0,57,1,109679.72,1,0,1,753.37,0,5,3,841,54839.86,0.017543859649122806,12.75438596491228,0,0,0.0006117311
774,0,1,49,1,142767.39,1,1,1,8214.41,0,1,3,572,71383.695,0.02040816326530612,15.795918367346939,0,0,0.0006080542
758,2,1,61,2,0.0,2,1,1,43982.41,0,5,1,299,0.0,0.03278688524590164,12.426229508196721,0,0,0.0006073919
776,0,0,38,2,169824.46,1,1,0,169291.7,0,5,3,844,169824.46,0.02631578947368421,20.42105263157895,0,0,0.0006065016
601,1,0,47,1,142802.02,1,1,1,57553.02,0,1,3,712,71401.01,0.02127659574468085,12.787234042553191,0,0,0.00060631376
686,0,1,37,9,134560.62,1,1,0,27596.39,0,1,0,617,134560.62,0.02702702702702703,18.54054054054054,0,0,0.00060395943
622,2,0,47,6,142319.03,1,0,0,100183.05,0,4,0,578,142319.03,0.02127659574468085,13.23404255319149,0,0,0.0006032139
525,0,0,23,5,0.0,2,1,0,160249.1,0,1,2,225,0.0,0.08695652173913043,22.82608695652174,0,0,0.00060309947
710,1,1,34,9,134260.36,2,1,0,147074.67,0,5,1,257,134260.36,0.058823529411764705,20.88235294117647,0,0,0.000600111
704,2,0,44,9,153656.85,1,1,0,158742.81,0,5,2,890,153656.85,0.022727272727272728,16.0,0,0,0.0005959024
686,0,0,47,5,113328.93,1,1,0,124170.9,0,4,2,666,113328.93,0.02127659574468085,14.595744680851064,0,0,0.0005933953
835,0,1,35,6,127120.07,1,1,0,28707.69,0,2,2,525,127120.07,0.02857142857142857,23.857142857142858,0,0,0.00059262465
652,2,0,33,3,124832.51,1,1,0,195877.06,0,4,1,407,124832.51,0.030303030303030304,19.757575757575758,0,0,0.0005917447
794,0,1,56,9,96951.21,1,1,1,71776.76,0,2,2,694,48475.605,0.017857142857142856,14.178571428571429,0,0,0.00058790797
586,2,0,42,2,0.0,1,1,0,102889.34,0,3,2,338,0.0,0.023809523809523808,13.952380952380953,0,0,0.0005857194
782,2,0,41,4,0.0,1,1,0,132943.88,0,5,2,480,0.0,0.024390243902439025,19.073170731707318,0,0,0.0005819291
658,2,1,35,9,71829.34,1,1,1,68141.92,0,1,3,285,35914.67,0.02857142857142857,18.8,0,0,0.00058185234
814,0,0,31,4,0.0,2,1,1,142029.17,0,2,3,321,0.0,0.06451612903225806,26.258064516129032,0,0,0.00058062165
632,0,1,27,4,193125.85,1,1,1,152665.85,0,4,1,262,96562.925,0.037037037037037035,23.40740740740741,0,0,0.0005788656
774,0,1,36,7,103688.19,1,0,1,118971.74,0,1,3,275,51844.095,0.027777777777777776,21.5,0,0,0.00057734206
676,1,1,48,3,80697.44,1,0,0,101397.86,0,3,3,856,80697.44,0.020833333333333332,14.083333333333334,0,0,0.000576351
828,2,1,42,10,0.0,1,1,1,186071.14,0,1,2,526,0.0,0.023809523809523808,19.714285714285715,0,0,0.0005752992
650,1,0,46,9,149003.76,2,1,0,176902.83,0,3,1,880,149003.76,0.043478260869565216,14.130434782608695,0,0,0.0005736418
598,2,0,35,8,0.0,3,0,1,88658.73,0,4,0,235,0.0,0.08571428571428572,17.085714285714285,0,0,0.00057029584
772,1,0,42,0,101979.16,1,1,0,90928.48,0,4,1,612,101979.16,0.023809523809523808,18.38095238095238,0,0,0.0005671578
648,2,1,55,1,81370.07,1,0,1,181534.04,0,4,2,564,40685.035,0.01818181818181818,11.781818181818181,0,0,0.00056181866
641,0,1,41,6,0.0,2,1,0,65396.79,0,5,3,226,0.0,0.04878048780487805,15.634146341463415,0,0,0.000558179
634,0,1,45,9,0.0,2,0,0,17622.82,0,3,1,300,0.0,0.044444444444444446,14.088888888888889,0,0,0.0005538281
613,1,0,43,4,140681.68,1,0,1,20134.07,0,3,2,290,70340.84,0.023255813953488372,14.255813953488373,0,0,0.0005533424
648,1,1,33,5,138664.24,1,1,0,29076.27,0,1,2,403,138664.24,0.030303030303030304,19.636363636363637,0,0,0.0005532926
850,0,0,39,2,148586.64,1,1,1,176791.27,0,2,0,373,74293.32,0.02564102564102564,21.794871794871796,0,0,0.0005524476
756,0,1,67,4,0.0,3,1,1,93081.87,0,1,1,593,0.0,0.04477611940298507,11.283582089552239,0,0,0.0005514796
600,0,0,39,5,0.0,2,0,0,118272.07,0,4,1,225,0.0,0.05128205128205128,15.384615384615385,0,0,0.000547117
529,0,1,32,9,147493.89,1,1,0,33656.35,0,4,2,250,147493.89,0.03125,16.53125,0,0,0.0005466533
524,0,1,40,2,180516.9,1,1,0,180002.42,0,4,1,626,180516.9,0.025,13.1,0,0,0.0005428528
720,0,1,52,7,0.0,1,1,1,14781.12,0,1,1,678,0.0,0.019230769230769232,13.846153846153847,0,0,0.00054265285
688,1,0,46,0,74458.25,1,0,1,6866.31,0,1,0,752,37229.125,0.021739130434782608,14.956521739130435,0,0,0.0005412659
788,2,1,37,8,141541.25,1,0,0,66013.27,0,4,0,582,141541.25,0.02702702702702703,21.2972972972973,0,0,0.0005410162
841,0,0,31,3,162701.65,2,1,1,126794.56,0,3,2,232,81350.825,0.06451612903225806,27.129032258064516,0,0,0.0005389659
758,2,0,40,5,93499.82,2,0,0,123218.81,0,1,0,793,93499.82,0.05,18.95,0,0,0.00053795666
531,1,0,64,2,175754.87,2,1,1,60721.4,0,1,0,887,87877.435,0.03125,8.296875,0,0,0.0005349044
754,0,0,47,1,185513.67,1,1,0,27438.83,0,4,0,472,185513.67,0.02127659574468085,16.04255319148936,0,0,0.0005344997
717,0,1,38,7,97459.06,1,0,0,189175.71,0,2,2,676,97459.06,0.02631578947368421,18.86842105263158,0,0,0.0005311068
815,1,1,37,2,110777.26,2,1,0,2383.59,0,3,1,623,110777.26,0.05405405405405406,22.027027027027028,0,0,0.00052871945
669,0,0,41,0,150219.41,2,0,0,107839.03,0,2,2,880,150219.41,0.04878048780487805,16.317073170731707,0,0,0.0005263097
